PicName,TotPnts,Chain Links,Pixels Wide,Pixels High,Meters Wide,Meters High,Meters^2,PointNum,X coord,Y coord,Species,X Data 1,X Data 2,X Data 3
11MaMol08m08002,25,0,2816,2112,0,0,0,1,485,378,Substrate,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,2,9,922,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,3,309,232,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,4,671,1912,Substrate,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,5,1223,408,Substrate,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,6,180,948,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,7,2790,445,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,8,568,1512,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,9,1120,1306,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,10,967,939,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,11,2,1461,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,12,2049,1543,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,13,215,1927,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,14,2730,1143,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,15,805,1293,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,16,390,1016,Substrate,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,17,1058,1818,Substrate,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,18,241,1709,Substrate,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,19,377,1287,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,20,63,1484,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,21,1664,164,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,22,984,1633,Substrate,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,23,1333,841,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,24,2066,1759,Sand,,,
11MaMol08m08002,25,0,2816,2112,0,0,0,25,2556,1066,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,1,592,116,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,2,1491,44,Montipora capitata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,3,2794,383,Pocillopora meandrina,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,4,2791,774,Montipora capitata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,5,46,373,Substrate,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,6,149,610,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,7,487,390,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,8,2382,1500,Montipora capitata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,9,2136,270,Pocillopora meandrina,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,10,464,1177,Porites lobata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,11,156,2054,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,12,1896,322,Pocillopora meandrina,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,13,448,518,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,14,1002,1804,Turf Algae,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,15,159,1682,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,16,624,2001,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,17,2688,1729,Montipora capitata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,18,725,1658,Montipora capitata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,19,2415,232,Pocillopora meandrina,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,20,1774,375,Turf Algae,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,21,1118,1247,Montipora capitata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,22,397,72,Sand,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,23,2555,146,Pocillopora meandrina,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,24,2615,536,Montipora capitata,,,
11MaMol08m08004,25,0,2816,2112,0,0,0,25,2127,542,Coralline,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,1,2428,1887,Coralline,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,2,2109,1641,Coralline,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,3,1706,671,Coralline,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,4,2181,136,Pavona varians,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,5,2535,454,Pavona varians,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,6,2791,1984,Porites compressa,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,7,2677,603,Pavona varians,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,8,1022,678,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,9,1588,890,Coralline,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,10,782,1814,Montipora capitata,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,11,994,205,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,12,1054,951,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,13,531,23,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,14,1744,10,Montipora capitata,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,15,2548,2060,Coralline,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,16,1798,972,Porites compressa,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,17,702,122,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,18,822,103,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,19,251,2052,Porites compressa,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,20,1415,1715,Coralline,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,21,2427,1510,Montipora capitata,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,22,947,775,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,23,787,982,Montipora patula,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,24,923,1945,Montipora capitata,,,
11MaMol08m08006,25,0,2816,2112,0,0,0,25,795,1507,Montipora patula,,,
11MaMol08m08008,25,0,2816,2112,0,0,0,1,2303,1575,Pavona varians,,,
