PicName,TotPnts,Chain Links,Pixels Wide,Pixels High,Meters Wide,Meters High,Meters^2,PointNum,X coord,Y coord,Species,X Data 1,X Data 2,X Data 3
11MaMaa06m01002,25,0,2816,2112,0,0,0,1,1861,1267,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,2,1979,1211,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,3,1733,2039,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,4,491,1498,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,5,2274,1775,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,6,1265,928,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,7,582,271,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,8,1065,1103,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,9,1679,619,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,10,376,1594,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,11,1832,261,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,12,2569,1816,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,13,744,1582,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,14,2501,1324,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,15,363,1912,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,16,1171,643,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,17,1587,951,Sand,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,18,1364,505,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,19,1662,274,Sand,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,20,1180,1619,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,21,741,1251,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,22,2352,746,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,23,696,1387,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,24,2370,2081,Turf Algae,,,
11MaMaa06m01002,25,0,2816,2112,0,0,0,25,1819,1742,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,1,2188,900,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,2,2321,72,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,3,2495,1739,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,4,2025,732,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,5,580,717,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,6,2796,651,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,7,633,1743,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,8,448,401,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,9,1940,747,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,10,169,585,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,11,864,238,Mobile Invert,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,12,551,1863,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,13,1976,1149,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,14,849,1295,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,15,1733,1556,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,16,496,1871,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,17,1014,135,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,18,2138,1461,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,19,1475,162,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,20,1299,1298,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,21,2592,1359,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,22,2083,195,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,23,2241,718,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,24,2616,1978,Turf Algae,,,
11MaMaa06m01004,25,0,2816,2112,0,0,0,25,787,194,Mobile Invert,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,1,812,1661,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,2,517,545,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,3,1222,310,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,4,2739,1137,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,5,2531,172,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,6,1214,1325,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,7,1380,2078,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,8,2653,1452,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,9,2200,2003,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,10,2219,387,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,11,1238,1654,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,12,294,48,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,13,2269,589,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,14,230,1998,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,15,2033,1529,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,16,1180,353,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,17,1712,1411,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,18,80,558,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,19,2232,1985,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,20,2777,675,Mobile Invert,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,21,249,1927,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,22,2075,661,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,23,1754,37,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,24,1539,1601,Turf Algae,,,
11MaMaa06m01006,25,0,2816,2112,0,0,0,25,2574,1083,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,1,34,734,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,2,1217,732,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,3,2225,1762,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,4,2151,480,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,5,2169,592,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,6,1462,1976,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,7,2739,1981,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,8,2,791,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,9,715,1162,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,10,126,1793,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,11,735,1033,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,12,1683,703,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,13,1785,311,Sand,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,14,1530,2080,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,15,1292,1222,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,16,2206,1931,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,17,2735,820,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,18,1587,414,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,19,1435,1846,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,20,149,287,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,21,2020,882,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,22,481,1663,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,23,2809,260,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,24,1876,1513,Turf Algae,,,
11MaMaa06m01008,25,0,2816,2112,0,0,0,25,605,1498,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,1,1656,1106,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,2,887,186,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,3,1470,838,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,4,2614,1702,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,5,2661,1371,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,6,2419,421,Sand,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,7,1277,642,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,8,1693,213,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,9,1730,1005,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,10,1058,338,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,11,1523,1340,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,12,940,494,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,13,2038,258,Sand,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,14,32,61,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,15,301,1941,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,16,86,2091,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,17,1174,1391,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,18,152,936,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,19,2084,1887,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,20,2779,2077,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,21,991,1288,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,22,1215,249,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,23,2236,2102,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,24,1094,328,Turf Algae,,,
11MaMaa06m01010,25,0,2816,2112,0,0,0,25,573,956,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,1,91,187,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,2,148,429,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,3,892,459,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,4,2758,1564,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,5,6,1098,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,6,691,1414,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,7,793,1545,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,8,2001,476,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,9,36,1249,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,10,615,1450,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,11,2596,496,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,12,1205,1884,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,13,157,1757,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,14,2500,11,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,15,1370,1016,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,16,1037,1120,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,17,739,734,Turf Algae,,,
11MaMaa06m01012,25,0,2816,2112,0,0,0,18,1227,1222,Turf Algae,,,
